title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
30° couleur,movie,"Comedy, Drama",2012.0,tt2113587,4.9,122.0,MT
Stolen,movie,"Action, Crime, Thriller",2012.0,tt1656186,5.5,46790.0,"CA, IT, SM"
Barfi!,movie,"Comedy, Drama, Romance",2012.0,tt2082197,8.1,88336.0,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, DO, DZ, EC, EG, FI, FJ, GG, GH, GI, GQ, GT, HK, HN, HR, ID, IL, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PH, PK, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
Rurouni Kenshin Part I: Origins,movie,"Action, Adventure, Drama",2012.0,tt1979319,7.4,29605.0,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, GB, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LT, LV, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NO, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
The Chanting 2,movie,Horror,2007.0,tt1105731,5.5,222.0,ID
Feng Shui,movie,"Drama, Horror, Thriller",2004.0,tt0430082,6.4,1051.0,"ID, MY, PH, SG, TH"
La compagna di banco,movie,Comedy,1977.0,tt0075871,4.5,297.0,"AL, AT, BA, BE, BG, CZ, DE, DK, EE, FI, FR, GR, HR, HU, IS, LV, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, TR"
A Hijacking,movie,"Drama, Thriller",2012.0,tt2216240,7.1,17624.0,"DK, FI, NO, SE"
All That Matters Is Past,movie,Drama,2012.0,tt2188723,5.8,846.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GG, GI, GR, HU, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SK, TC"
Inventing David Geffen,movie,"Biography, Documentary, History",2012.0,tt2515126,7.6,601.0,"CA, GB"
Break Out,movie,"Action, Comedy",2002.0,tt0325743,6.3,241.0,KR
Stories We Tell,movie,Documentary,2012.0,tt2366450,7.5,14246.0,CA
A Werewolf Boy,movie,"Drama, Fantasy, Romance",2012.0,tt2315152,7.2,9120.0,"KR, MY"
When I Saw You,movie,Drama,2012.0,tt2369543,6.6,916.0,"JP, NL"
Speckles: The Tarbosaurus,movie,"Adventure, Animation, Drama",2012.0,tt2248068,5.5,899.0,KR
Michael McDonald - This Christmas (Live in Chicago),movie,Music,2009.0,,,,"BE, NL"
Crayon Shin-chan: Fierceness That Invites Storm! The Hero of Kinpoko,movie,"Adventure, Animation, Comedy",2008.0,tt1220673,5.4,263.0,"JP, KR"
Crayon Shin-chan: Action Kamen vs. Demon,movie,"Action, Adventure, Animation",1993.0,tt0409848,6.6,714.0,"JP, KR"
Kureyon Shin-chan: Hendârando no daibôken,movie,"Adventure, Animation, Comedy",1996.0,tt2643796,7.0,524.0,"JP, KR"
Crayon Shin-chan: Blitzkrieg! Pig's Hoof's Secret Mission,movie,"Action, Adventure, Animation",1998.0,tt2643808,6.8,326.0,"JP, KR"
Crayon Shin-chan: Explosion! The Hot Spring's Feel Good Final Battle,movie,"Animation, Comedy, Crime",1999.0,tt2643818,6.1,221.0,"JP, KR"
Crayon Shin-chan: The Legend Called Buri Buri 3 Minutes Charge,movie,"Animation, Comedy",2005.0,tt2643846,5.4,153.0,"JP, KR"
Crayon Shin-chan: Densetsu wo yobu odore! Amîgo!,movie,"Animation, Comedy, Horror",2006.0,tt1033485,6.0,454.0,"JP, KR"
Kureyon Shinchan: Arashi o Yobu: Utau Ketsudake Bakudan!,movie,Animation,2007.0,tt2643866,5.7,142.0,"JP, KR"
Eiga Kureyon Shinchan: Otakebe! Kasukabe yasei-oukoku,movie,"Animation, Comedy",2009.0,tt1388333,5.8,200.0,"JP, KR"
The To Do List,movie,"Comedy, Romance",2013.0,tt1758795,5.8,42425.0,"CA, TR"
Release the Prisoners to Spring,movie,"Comedy, Family",1975.0,tt0073720,6.2,1318.0,"AT, BE, BG, CH, CZ, DE, EE, ES, FR, GB, GF, GI, GR, HR, HU, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK"
Salmonberries,movie,Drama,1991.0,tt0102829,6.1,768.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
Gonzaga: From Father to Son,movie,"Biography, Drama, Music",2012.0,tt2478746,7.4,1490.0,BR
The Bullet Vanishes,movie,"Action, Adventure, Drama",2012.0,tt2106741,6.5,2344.0,"HK, TW"
Welcome Aboard,movie,Drama,2012.0,tt2372217,6.2,416.0,"BG, CY, EE, GR, HR, IS, LI, LT, LV, NL, PT, RO, SI"
Karin Månsdotter,movie,"Drama, History",1954.0,tt0047142,6.1,162.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK"
Labor Day,movie,"Drama, Romance, Thriller",2013.0,tt1967545,6.9,52024.0,"AD, AT, AZ, BY, CA, DE, FJ, FR, GB, GF, HK, ID, IE, IT, LT, LV, MC, MT, MY, NZ, PF, PH, SG, SM, TH, UA"
Code Name: Geronimo,movie,"Action, Crime, Drama",2012.0,tt2095605,5.7,11240.0,"AU, FJ, NZ"
Weapons of Death,movie,"Action, Crime, Drama",1977.0,tt0188083,6.4,565.0,"BG, CZ, DK, EE, ES, FI, GR, HR, HU, IS, LI, LT, LV, NL, NO, PT, RO, SE, SI, SK"
Kill Them All and Come Back Alone,movie,"Action, Western",1968.0,tt0062659,6.2,1091.0,"BG, CY, CZ, DK, EE, FI, GR, HR, HU, IS, LT, LV, NL, NO, PT, RO, SE, SI, SK"
Dry Rot,movie,Comedy,1956.0,tt0049163,5.4,219.0,"CZ, DK, EE, GR, HR, HU, IS, IT, LT, LV, NL, PT, RO, SE, SI, SK"
Boerenpsalm,movie,Drama,1989.0,tt0096964,6.4,229.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK"
Breakout,movie,"Drama, War",1959.0,tt0052648,6.8,773.0,"BG, CZ, DK, EE, FI, GR, HR, HU, IS, LT, LV, NL, PT, RO, SE, SI, SK"
Harry Dean Stanton: Partly Fiction,movie,"Biography, Documentary",2012.0,tt2372776,7.4,1374.0,"BE, BG, CY, CZ, DE, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, NO, PL, PT, RO, SE, SI, SK"
The Enemies,movie,"Drama, War",1968.0,tt0199128,5.8,194.0,"AT, BE, BG, CY, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, PL, PT, RO, SI, SK"
Fezeka's Voice,movie,"Documentary, Music",2009.0,tt1563658,7.8,27.0,"AT, BE, BG, CH, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK"
Hitler - Never Heard of Him,movie,Documentary,1963.0,tt0179850,6.8,199.0,"CY, DK, FI, LI, MT, NO, SE"
Nairobi Half Life,movie,Drama,2012.0,tt2234428,7.3,1076.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, ZA, ZM, ZW"
A Month in Thailand,movie,Comedy,2012.0,tt2186665,5.7,638.0,"AT, BE, BG, BM, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PF, PL, PT, SE, SI, SK, TC"
A Coffee in Berlin,movie,"Comedy, Drama",2012.0,tt1954701,7.3,17714.0,"AT, CH, DE, LI"
Overbooked,movie,"Action, Comedy, Romance",2012.0,tt1977881,5.0,52.0,CH
Dentist on the Job,movie,Comedy,1961.0,tt0054798,5.3,324.0,"BG, CZ, EE, GR, HR, HU, IS, LT, LV, NL, PT, RO, SI, SK"
Kath & Kimderella,movie,Comedy,2012.0,tt1859607,5.3,1594.0,"AD, AE, AG, AL, AO, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BS, BY, BZ, CA, CH, CI, CM, CO, CV, CY, CZ, DE, DK, DZ, EE, EG, FI, FJ, FR, GB, GG, GH, GI, GQ, GR, HK, HU, ID, IE, IL, IN, IQ, IS, JM, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, MC, MD, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NL, NO, NZ, OM, PE, PH, PK, PL, PS, PT, QA, RO, RS, SA, SC, SG, SI, SK, SM, SN, TC, TH, TN, TR, TT, TW, TZ, UG, US, YE, ZA, ZM, ZW"
Convoy,movie,"Drama, War",1940.0,tt0032359,6.0,457.0,"DK, FI, MT, NO, SE"
Those Sweet Creatures,movie,"Comedy, Musical",1970.0,tt0153615,5.6,83.0,"DE, ES, FR, NL"
The Junior Olsen Gang and the Silver Mine Mystery,movie,Family,2007.0,tt0971172,4.8,306.0,"AT, BG, CY, CZ, DE, EE, ES, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LV, MT, NL, PL, PT, RO, SI, SK"
The Hunger Games: Mockingjay - Part 1,movie,"Action, Adventure, Sci-Fi",2014.0,tt1951265,6.6,513333.0,"AE, AU, BG, BH, CA, CZ, DZ, EG, FJ, GB, GG, GI, HU, ID, IE, IQ, JO, KW, LB, LY, MA, MT, MY, NZ, OM, PH, PS, QA, RO, SA, SG, SK, TH, TN, YE"
The Hunger Games: Mockingjay - Part 2,movie,"Action, Adventure, Sci-Fi",2015.0,tt1951266,6.6,383413.0,"AE, AU, BG, BH, CA, CZ, DZ, EG, FJ, GB, GG, GI, HU, ID, IE, IQ, JO, KR, KW, LB, LY, MA, MT, MY, NZ, OM, PH, PS, QA, RO, SA, SG, SK, TN, YE"
Pesantren: 3 Wishes 3 Loves,movie,Drama,2008.0,tt1619803,6.4,118.0,ID
My 11th Mother,movie,Drama,2007.0,tt1233503,6.6,282.0,KR
Highway Star,movie,Comedy,2007.0,tt0984009,6.2,406.0,KR
Romance of Their Own,movie,"Action, Drama, Romance",2004.0,tt0416073,6.2,955.0,KR
Mama,movie,"Fantasy, Horror, Thriller",2013.0,tt2023587,6.2,193861.0,"AL, AO, AT, AZ, BA, BG, BR, BY, CA, CH, CI, CM, CV, CY, CZ, DE, EE, FJ, GH, GQ, GR, HK, HR, HU, ID, KE, LI, LT, LU, LV, MD, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, PH, PL, RO, RS, SC, SG, SI, SK, SN, TH, TW, TZ, UA, UG, ZA, ZM, ZW"
Dibu: The Movie,movie,"Animation, Comedy, Family",1997.0,tt0196503,3.9,197.0,AR
Wings,movie,"Adventure, Animation, Comedy",2012.0,tt2284790,3.0,745.0,KR
One 2 Ka 4,movie,"Action, Crime, Drama",2001.0,tt0227194,5.5,5820.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
Resident Evil: Damnation,movie,"Action, Animation, Horror",2012.0,tt1753496,6.4,22751.0,"FJ, HK, ID, JP, MY, PH, SG, TH, TR, TW"
Innocents in Paris,movie,"Adventure, Comedy, Drama",1953.0,tt0044749,5.8,544.0,"BG, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, PT, RO, SE, SI, SK"
Masquerade,movie,"Drama, History",2012.0,tt2290840,7.8,7595.0,"KR, TW"
Lover,movie,"Comedy, Drama, Romance",1992.0,tt0103681,5.4,255.0,"BG, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
The Hypnotist,movie,"Crime, Drama, Thriller",2012.0,tt1556243,5.6,8744.0,"DK, FI, NO, SE"
The Anderssons in Greece,movie,"Comedy, Family",2012.0,tt2192888,4.3,2226.0,"DK, FI, NO, SE"
Rat Fever,movie,Drama,2011.0,tt2200908,7.1,1474.0,BR
"Who's the Woman, Who's the Man",movie,"Comedy, Drama, Romance",1996.0,tt0116462,6.5,657.0,"HK, MY, SG, TW"
Project 577,movie,"Adventure, Comedy, Drama",2012.0,tt2838540,6.2,94.0,KR
The Neighbors,movie,"Crime, Drama, Mystery",2012.0,tt2195490,6.5,1834.0,TW
Crying Ladies,movie,"Comedy, Drama",2003.0,tt0391892,6.8,292.0,"ID, MY, PH, SG, TH"
George Takes the Air,movie,"Comedy, Musical, War",1938.0,tt0030283,6.4,260.0,"BG, CZ, DK, EE, FI, GR, HR, HU, IS, LI, LT, LV, NL, NO, PT, RO, SE, SI, SK"
Carrie,movie,"Drama, Horror, Thriller",2013.0,tt1939659,5.8,150554.0,"AD, AO, CH, CI, CM, CV, DZ, FJ, FR, GF, GH, GQ, HK, ID, IT, KE, KR, LU, MA, MC, MG, ML, MT, MU, MY, MZ, NE, NG, NL, NZ, PF, PH, SC, SG, SM, SN, TD, TH, TN, TW, TZ, UG, ZA, ZM, ZW"
Trapped by Fear,movie,"Crime, Drama",1960.0,tt0053769,6.0,237.0,"BG, CZ, DK, EE, ES, FI, GR, HR, HU, IS, LI, LT, LV, NL, NO, PT, RO, SE, SI, SK"
Scenes from a Marriage,movie,Drama,1974.0,tt6725014,8.3,9091.0,"FI, NO, SE"
Chance and Violence,movie,Drama,1974.0,tt0071599,5.5,260.0,"BG, CZ, EE, FI, GR, HR, HU, IS, LI, LT, LV, NL, PT, RO, SE, SI, SK"
Liar Game: Reborn,movie,Drama,2012.0,tt2078667,6.2,694.0,JP
2 + 2,movie,"Comedy, Drama, Romance",2012.0,tt2248944,6.2,2526.0,AR
Doraemon: Nobita and the Kingdom of Clouds,movie,"Adventure, Animation, Comedy",1992.0,tt1147523,7.1,766.0,JP
Heroine,movie,Drama,2012.0,tt1949548,5.0,4661.0,"AE, AT, DZ, EG, FI, GR, HR, IT, KW, LB, MD, NO, PT, QA, RO, SA, SE, TN, TR, TW, UY"
Le Léopard,movie,"Action, Adventure",1984.0,tt0087657,4.1,142.0,"CY, DK, FI, LI, MT, NO, SE"
The Mistress,movie,"Drama, Romance",2012.0,tt2389344,6.4,412.0,PH
"Ruy, the knight with a wooden sword",movie,"Animation, Family",2002.0,,,,"AT, BE, BG, CH, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK"
King George VI: The Man Behind the King's Speech,movie,"Biography, History",2011.0,tt2234554,6.7,169.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK"
Kalakalappu,movie,Comedy,2012.0,tt2262126,7.0,1661.0,RO
Tootletubs & Jyro,movie,"Animation, Family",2001.0,tt0287058,7.5,91.0,"AT, BG, CZ, DE, DK, EE, ES, GB, GR, HR, HU, IE, IT, LT, LV, NL, PL, PT, RO, SI, SK"
Willy Fog in Journey to the Center of the Earth,movie,"Animation, Comedy, Adventure, Family",1995.0,,,,"AT, BE, BG, CH, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK"
Touch of the Light,movie,"Biography, Drama",2012.0,tt2368920,7.4,1025.0,HK
When Fortune Smiles,movie,"Action, Comedy, Crime",1990.0,tt0100959,6.2,752.0,"HK, ID, MY, PH, SG, TH, TW"
A French Mistress,movie,"Comedy, Romance",1960.0,tt0053839,5.8,215.0,"DK, FI, MT, NO, SE"
You Are God,movie,"Biography, Drama, Music",2012.0,tt2209386,6.6,3300.0,PL
The Last Sentence,movie,"Biography, Drama",2012.0,tt1590013,6.2,861.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK, TC"
The Girls,movie,"Comedy, Drama",1968.0,tt0062981,6.7,961.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK"
The Baby Carriage,movie,Drama,1963.0,tt0056854,6.7,667.0,"AT, BE, BG, CH, CZ, DE, EE, ES, FR, GB, GF, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK"
The Softening of the Egg,movie,Comedy,1975.0,tt0073946,6.2,1103.0,"AT, BE, BG, BM, CH, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK"
SOPOR,movie,Comedy,1981.0,tt0083016,5.3,653.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GI, GR, HR, HU, IS, IT, LI, LU, LV, MT, NL, PL, PT, RO, SI, SK"
Fairy Tail: The Phoenix Priestess,movie,"Action, Adventure, Animation",2012.0,tt2085795,7.0,2488.0,JP
Escape,movie,"Adventure, Drama, Thriller",2012.0,tt2076850,6.1,4829.0,"AD, ES"
Jahr des Drachen,movie,Drama,2012.0,tt2188046,5.8,59.0,"AT, CH, DE"
Doraemon: Nobita's Version of Saiyuki,movie,"Adventure, Animation, Family",1988.0,tt1147525,6.9,499.0,JP
"L'amour, c'est mieux à deux",movie,"Comedy, Romance",2010.0,tt1560993,5.7,1843.0,"BG, CY, GR, HR, IS, LI, NL, RO, SI"
2 Guns,movie,"Action, Comedy, Thriller",2013.0,tt1272878,6.7,228798.0,"AD, AL, AO, BA, BG, BM, CH, CI, CM, CV, CZ, DZ, ES, FR, GB, GF, GG, GH, GI, GQ, HR, IE, IS, IT, JP, KE, MA, MC, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NZ, PF, PT, RS, SC, SI, SK, SM, SN, TC, TD, TN, TZ, UG, US, ZA, ZM, ZW"
Redemption,movie,"Action, Crime, Drama",2013.0,tt1893256,6.2,78277.0,"ID, IT, MY, PH, SG, SM, TH, US, ZA"
God's Neighbors,movie,Drama,2012.0,tt2164756,6.8,485.0,IL
Unearthly Stranger,movie,"Horror, Mystery, Sci-Fi",1963.0,tt0057623,6.4,1010.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
Counselor at Crime,movie,"Action, Crime, Drama",1973.0,tt0069916,6.2,401.0,"BG, CY, CZ, DK, EE, FI, GR, HR, HU, IS, LI, LT, LV, NL, NO, RO, SE, SI, SK"
Lautrec,movie,"Biography, Comedy, Drama",1998.0,tt0123952,6.7,712.0,"BG, CZ, EE, HR, HU, LI, LT, LV, RO, SI, SK"
Doraemon the Movie: Nobita and the Green Giant Legend,movie,"Adventure, Animation, Comedy",2008.0,tt1180304,6.6,1075.0,JP
Good Morning President,movie,Drama,2009.0,tt1519466,5.8,279.0,KR
Trolls,movie,"Adventure, Animation, Comedy",2016.0,tt1679335,6.4,94469.0,"AD, AO, AT, BE, CH, CI, CM, CV, DE, DK, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, HK, ID, IE, IS, KE, KR, LI, LU, MC, MG, ML, MU, MY, MZ, NE, NG, NL, NO, PF, PH, SC, SE, SG, SN, TH, TW, TZ, UG, US, ZA, ZM, ZW"
No Good Deed,movie,"Crime, Drama, Horror",2014.0,tt2011159,5.6,22301.0,"AO, CI, CM, CV, GH, GQ, KE, MG, ML, MZ, NE, NG, NZ, SC, SN, TZ, UG, ZA, ZM, ZW"
Sleepless Nights,movie,"Drama, Romance",2003.0,tt0328349,7.0,2628.0,"AE, BH, DZ, EG, IQ, JO, KW, LB, LY, MA, OM, PS, QA, SA, TN, YE"
Already Famous,movie,Comedy,2011.0,tt2323453,6.8,76.0,"ID, MY, PH, SG, TH"
The Playbirds,movie,"Crime, Drama, Horror",1978.0,tt0078092,4.3,588.0,"AT, BE, BG, CH, CZ, DE, EE, ES, FI, FR, GB, HR, HU, IS, IT, LI, LU, LV, NL, NO, PT, RO, SE, SI, SK"
The Lego Movie,movie,"Action, Adventure, Animation",2014.0,tt1490017,7.7,395221.0,"BA, BG, CH, CZ, DK, FI, FJ, HR, HU, IT, JP, KR, MD, ME, MK, NO, NZ, PL, RO, RS, SE, SI, SK, SM"
Edge of Tomorrow,movie,"Action, Adventure, Sci-Fi",2014.0,tt1631867,7.9,755404.0,"AD, AU, BE, ES, FJ, IN, JP, NZ, PT, US"
Smurfs: The Lost Village,movie,"Adventure, Animation, Comedy",2017.0,tt2398241,6.0,24965.0,"AD, AE, AG, AO, AR, AT, AU, BB, BE, BH, BM, BO, BR, BS, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DO, DZ, EC, EE, EG, ES, FJ, FR, GF, GH, GQ, GR, GT, HK, HN, ID, IQ, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MG, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PH, PS, PT, PY, QA, SA, SC, SG, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Aiyyaa,movie,"Comedy, Romance",2012.0,tt2255934,4.4,2080.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,movie,"Action, Adventure, Animation",2011.0,tt1851909,7.9,2229.0,JP
Dongala Mutha,movie,"Action, Comedy, Crime",2011.0,tt1860215,3.3,257.0,"AE, AG, AR, BA, BB, BM, BS, CA, ID, IN, JM, JO, LC, MK, MX, MY, NZ, PK, RS, TT, TZ, US"
"My Mother, the Mermaid",movie,"Drama, Fantasy, Romance",2004.0,tt0417782,6.6,410.0,KR
Silent Code,movie,Drama,2012.0,tt2460414,5.7,327.0,TW
Black & White Episode 1: The Dawn of Assault,movie,"Action, Comedy, Crime",2012.0,tt2414370,6.2,759.0,TW
Cold War,movie,"Action, Crime, Mystery",2012.0,tt2186715,6.6,5210.0,"HK, ID, MY, PH, SG, TH"
Women's Day,movie,Drama,2012.0,tt2393787,6.1,455.0,PL
The Departure,movie,"Comedy, Drama, Romance",1967.0,tt0061605,6.4,1113.0,"AT, BE, BG, CH, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK"
Summertime,movie,"Drama, Thriller",2001.0,tt0297414,5.3,381.0,KR
Shirdi Sai,movie,"Biography, Drama, Musical",2012.0,tt2397561,6.6,372.0,"AE, AG, AL, AO, AR, AU, AZ, BA, BB, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CR, CV, DO, DZ, EC, EG, FJ, GG, GH, GI, GQ, GT, HK, ID, IL, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NZ, OM, PE, PH, PK, PS, PY, RS, SA, SC, SG, SN, TC, TH, TN, TT, TW, TZ, UG, US, UY, VE, ZA, ZM, ZW"
A Full Day's Work,movie,"Comedy, Crime",1973.0,tt0069443,6.8,469.0,"BG, CZ, EE, ES, FI, GR, HR, HU, IS, LV, NL, NO, PT, RO, SE, SI, SK"
The Expendables 3,movie,"Action, Adventure, Thriller",2014.0,tt2333784,6.1,198910.0,"AE, AT, BH, CH, DE, DZ, EG, IQ, IT, JO, KW, LB, LI, LU, LY, MA, MC, OM, PS, QA, SA, SM, TN, US, YE"
Student of the Year,movie,"Comedy, Drama, Music",2012.0,tt2172071,5.3,20606.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Into the White Night,movie,"Drama, Mystery",2010.0,tt1613028,6.5,515.0,"KR, TW"
Sisters,movie,Drama,2005.0,tt0362718,6.6,337.0,AR
